,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
74,1753270572,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007808166594693144
75,1753270577,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007808166594693144
76,1753270582,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007740766025565592
77,1753270587,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007740766025565592
78,1753270592,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007740766025565592
79,1753270597,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007617465698878223
80,1753270602,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007617465698878223
81,1753270607,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007409902077422892
82,1753270612,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000718997680262903
83,1753270617,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000718997680262903
84,1753270622,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007283955005064585
85,1753270627,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000758556466632803
86,1753270632,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000758556466632803
87,1753270637,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000621845627433906
88,1753270642,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007423051591657558
89,1753270647,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007423051591657558
90,1753270652,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007423051591657558
91,1753270657,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008865651105651112
92,1753270662,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008865651105651112
93,1753270667,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009411993553048427
94,1753270672,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000941187861887334
95,1753270677,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000941187861887334
96,1753270682,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0010431404749873638
97,1753270687,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009495242667597735
98,1753270692,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009495242667597735
99,1753270697,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009495242667597735
100,1753270702,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008517369192310984
101,1753270707,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008517369192310984
102,1753270712,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008517369192310984
103,1753270717,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007977038605949726
104,1753270722,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007977038605949725
105,1753270727,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007837098255280066
106,1753270732,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007990071978158352
107,1753270737,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007990071978158352
108,1753270742,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0006671710101762223
109,1753270747,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008131905082140494
110,1753270752,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008131905082140494
111,1753270757,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008131905082140494
112,1753270762,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0006759043458229344
113,1753270767,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009526724605102079
114,1753270772,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009526724605102079
115,1753270777,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0010274640448525243
116,1753270782,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0010274640448525243
117,1753270787,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008635995961511416
118,1753270792,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007672114096080884
119,1753270797,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0006708232230650348
120,1753270802,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0005744350365219814
