,index,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_activator_request_concurrency,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity
35,1753270377,7.0,0.0,0.0,211.14050615172036,7.0,245.252746,214.459939,70.0,-426.0
36,1753270382,7.0,0.0,0.0,211.14050615172036,7.0,245.252746,214.459939,70.0,-426.0
37,1753270387,7.0,0.0,0.0,232.08462572045414,7.0,245.252746,214.459939,70.0,-426.0
38,1753270392,7.0,0.0,0.0,232.08462572045414,7.0,245.252746,214.459939,70.0,-426.0
39,1753270397,7.0,0.0,0.0,232.08462572045414,7.0,229.852788,259.869693,70.0,-471.0
40,1753270402,7.0,0.0,0.0,232.08462572045414,7.0,229.852788,259.869693,70.0,-471.0
41,1753270407,7.0,0.0,0.0,232.08462572045414,7.0,229.852788,259.869693,70.0,-471.0
42,1753270412,7.0,0.0,0.0,232.08462572045414,7.0,229.852788,259.869693,70.0,-471.0
43,1753270417,7.0,0.0,0.0,252.0,7.0,229.852788,259.869693,70.0,-471.0
44,1753270422,7.0,0.0,0.0,252.0,7.0,229.852788,259.869693,70.0,-471.0
45,1753270427,7.0,0.0,0.0,252.0,7.0,245.936242,247.813006,70.0,-459.0
46,1753270432,7.0,0.0,0.0,252.0,7.0,245.936242,247.813006,70.0,-459.0
47,1753270437,7.0,0.0,0.0,252.0,7.0,245.936242,247.813006,70.0,-459.0
48,1753270442,7.0,0.0,0.0,252.0,7.0,245.936242,247.813006,70.0,-459.0
49,1753270447,7.0,0.0,0.0,263.1969211639359,7.0,245.936242,247.813006,70.0,-459.0
50,1753270452,7.0,0.0,0.0,263.1969211639359,7.0,245.936242,247.813006,70.0,-459.0
51,1753270457,7.0,0.0,0.0,263.1969211639359,7.0,261.411826,294.750323,70.0,-506.0
52,1753270462,7.0,0.0,0.0,263.1969211639359,7.0,261.411826,294.750323,70.0,-506.0
53,1753270467,7.0,0.0,0.0,263.1969211639359,7.0,261.411826,294.750323,70.0,-506.0
54,1753270472,7.0,0.0,0.0,263.1969211639359,7.0,261.411826,294.750323,70.0,-506.0
55,1753270477,7.0,0.0,0.0,399.451772309949,7.0,261.411826,294.750323,70.0,-506.0
56,1753270482,7.0,0.0,0.0,399.451772309949,7.0,261.411826,294.750323,70.0,-506.0
57,1753270487,7.0,0.0,0.0,399.451772309949,7.0,317.771411,394.335616,70.0,-606.0
58,1753270492,7.0,0.0,0.0,399.451772309949,7.0,317.771411,394.335616,70.0,-606.0
59,1753270497,7.0,0.0,0.0,399.451772309949,7.0,317.771411,394.335616,70.0,-606.0
60,1753270502,7.0,0.0,0.0,399.451772309949,7.0,317.771411,394.335616,70.0,-606.0
61,1753270507,7.0,0.0,0.0,280.0679283646793,7.0,317.771411,394.335616,70.0,-606.0
62,1753270512,7.0,0.0,0.0,280.0679283646793,7.0,317.771411,394.335616,70.0,-606.0
63,1753270517,7.0,0.0,0.0,280.0679283646793,7.0,340.117502,348.735077,70.0,-560.0
64,1753270522,7.0,0.0,0.0,280.0679283646793,7.0,340.117502,348.735077,70.0,-560.0
65,1753270527,7.0,0.0,0.0,280.0679283646793,7.0,340.117502,348.735077,70.0,-560.0
66,1753270532,7.0,0.0,0.0,280.0679283646793,7.0,340.117502,348.735077,70.0,-560.0
67,1753270537,7.0,0.0,0.0,441.17087581427296,7.0,340.117502,348.735077,70.0,-560.0
68,1753270542,7.0,0.0,0.0,441.17087581427296,7.0,340.117502,348.735077,70.0,-560.0
69,1753270547,7.0,0.0,0.0,441.17087581427296,7.0,366.040899,433.79594,70.0,-645.0
70,1753270552,7.0,0.0,0.0,441.17087581427296,7.0,366.040899,433.79594,70.0,-645.0
71,1753270557,7.0,0.0,0.0,441.17087581427296,7.0,366.040899,433.79594,70.0,-645.0
72,1753270562,7.0,0.0,0.0,441.17087581427296,7.0,366.040899,433.79594,70.0,-645.0
73,1753270567,7.0,0.0,0.0,315.285735743006,7.0,366.040899,433.79594,70.0,-645.0
74,1753270572,7.0,0.0,0.0,315.285735743006,7.0,366.040899,433.79594,70.0,-645.0
75,1753270577,7.0,0.0,0.0,315.285735743006,7.0,377.844864,293.351798,70.0,-505.0
76,1753270582,7.0,0.0,0.0,315.285735743006,7.0,377.844864,293.351798,70.0,-505.0
77,1753270587,7.0,0.0,0.0,315.285735743006,7.0,377.844864,293.351798,70.0,-505.0
78,1753270592,7.0,0.0,0.0,315.285735743006,7.0,377.844864,293.351798,70.0,-505.0
79,1753270597,7.0,0.0,0.0,293.0,7.0,377.844864,293.351798,70.0,-505.0
80,1753270602,7.0,0.0,0.0,293.0,7.0,377.844864,293.351798,70.0,-505.0
81,1753270607,7.0,0.0,0.0,293.0,7.0,312.486471,296.125745,70.0,-508.0
82,1753270612,7.0,0.0,0.0,293.0,7.0,312.486471,296.125745,70.0,-508.0
83,1753270617,7.0,0.0,0.0,293.0,7.0,312.486471,296.125745,70.0,-508.0
84,1753270622,7.0,0.0,0.0,293.0,7.0,312.486471,296.125745,70.0,-508.0
85,1753270627,7.0,0.0,0.0,321.0169712932245,7.0,312.486471,296.125745,70.0,-508.0
86,1753270632,7.0,0.0,0.0,321.0169712932245,7.0,312.486471,296.125745,70.0,-508.0
87,1753270637,7.0,0.0,0.0,321.0169712932245,7.0,305.029709,322.0,70.0,-533.0
88,1753270642,7.0,0.0,0.0,321.0169712932245,7.0,305.029709,322.0,70.0,-533.0
89,1753270647,7.0,0.0,0.0,321.0169712932245,7.0,305.029709,322.0,70.0,-533.0
90,1753270652,7.0,0.0,0.0,321.0169712932245,7.0,305.029709,322.0,70.0,-533.0
91,1753270657,7.0,0.0,0.0,358.4045059250573,7.0,305.029709,322.0,70.0,-533.0
92,1753270662,7.0,0.0,0.0,358.4045059250573,7.0,305.029709,322.0,70.0,-533.0
93,1753270667,7.0,0.0,0.0,358.4045059250573,7.0,341.73802,444.843133,70.0,-656.0
94,1753270672,7.0,0.0,0.0,358.4045059250573,7.0,341.73802,444.843133,70.0,-656.0
95,1753270677,7.0,0.0,0.0,358.4045059250573,7.0,341.73802,444.843133,70.0,-656.0
96,1753270682,7.0,0.0,0.0,358.4045059250573,7.0,341.73802,444.843133,70.0,-656.0
97,1753270687,7.0,0.0,0.0,598.1563188318269,7.0,341.73802,444.843133,70.0,-656.0
98,1753270692,7.0,0.0,0.0,598.1563188318269,7.0,341.73802,444.843133,70.0,-656.0
99,1753270697,10.0,0.0,0.0,598.1563188318269,10.0,462.702221,446.257057,70.0,-658.0
100,1753270702,10.0,0.0,0.0,598.1563188318269,10.0,462.702221,446.257057,70.0,-658.0
101,1753270707,10.0,0.0,0.0,598.1563188318269,10.0,462.702221,446.257057,70.0,-658.0
102,1753270712,10.0,0.0,0.0,598.1563188318269,10.0,462.702221,446.257057,70.0,-658.0
103,1753270717,10.0,0.0,0.0,460.42674226122045,10.0,462.702221,446.257057,70.0,-658.0
104,1753270722,10.0,0.0,0.0,460.42674226122045,10.0,462.702221,446.257057,70.0,-658.0
105,1753270727,10.0,0.0,0.0,460.42674226122045,10.0,498.049519,461.624234,70.0,-673.0
106,1753270732,10.0,0.0,0.0,460.42674226122045,10.0,498.049519,461.624234,70.0,-673.0
107,1753270737,10.0,0.0,0.0,460.42674226122045,10.0,498.049519,461.624234,70.0,-673.0
108,1753270742,10.0,0.0,0.0,460.42674226122045,10.0,498.049519,461.624234,70.0,-673.0
109,1753270747,10.0,0.0,0.0,464.6825405623656,10.0,498.049519,461.624234,70.0,-673.0
110,1753270752,10.0,0.0,0.0,464.6825405623656,10.0,498.049519,461.624234,70.0,-673.0
111,1753270757,10.0,0.0,0.0,464.6825405623656,10.0,452.465042,562.695947,70.0,-774.0
112,1753270762,10.0,0.0,0.0,464.6825405623656,10.0,452.465042,562.695947,70.0,-774.0
113,1753270767,10.0,0.0,0.0,464.6825405623656,10.0,452.465042,562.695947,70.0,-774.0
114,1753270772,10.0,0.0,0.0,464.6825405623656,10.0,452.465042,562.695947,70.0,-774.0
115,1753270777,10.0,0.0,0.0,448.83946560281595,10.0,452.465042,562.695947,70.0,-774.0
116,1753270782,10.0,0.0,0.0,448.83946560281595,10.0,452.465042,562.695947,70.0,-774.0
117,1753270787,10.0,0.0,0.0,448.83946560281595,10.0,452.465042,562.695947,70.0,-774.0
118,1753270792,10.0,0.0,0.0,448.83946560281595,10.0,452.465042,562.695947,70.0,-774.0
119,1753270797,10.0,0.0,0.0,448.83946560281595,10.0,452.465042,562.695947,70.0,-774.0
120,1753270802,10.0,0.0,0.0,448.83946560281595,10.0,452.465042,562.695947,70.0,-774.0
