,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity
45,1752882123,137.0,0.0,0.0,550.1760879186304,137.0,552.576953,573.486427,4.25,-785.0
46,1752882128,137.0,0.0,0.0,550.1760879186304,137.0,552.576953,573.486427,4.25,-785.0
47,1752882133,137.0,0.0,0.0,550.1760879186304,137.0,552.576953,573.486427,4.25,-785.0
48,1752882138,137.0,0.0,0.0,550.1760879186304,137.0,563.733083,543.804551,4.25,-755.0
49,1752882143,137.0,0.0,0.0,550.1760879186304,137.0,563.733083,543.804551,4.25,-755.0
50,1752882148,137.0,0.0,0.0,550.1760879186304,137.0,563.733083,543.804551,4.25,-755.0
51,1752882153,137.0,0.0,0.0,575.3233579368912,137.0,563.733083,543.804551,4.25,-755.0
52,1752882158,137.0,0.0,0.0,575.3233579368912,137.0,563.733083,543.804551,4.25,-755.0
53,1752882163,137.0,0.0,0.0,575.3233579368912,137.0,563.733083,543.804551,4.25,-755.0
54,1752882168,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
55,1752882173,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
56,1752882178,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
57,1752882183,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
58,1752882188,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
59,1752882193,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
60,1752882198,138.0,0.0,0.0,575.3233579368912,138.0,560.302305,582.475681,4.25,-794.0
