,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity
36,1752257931,7.0,0.0,0.0,467.3933249156238,7.0,423.835726,447.262447,70.0,-659.0
37,1752257936,7.0,0.0,0.0,409.4363482046021,7.0,423.835726,447.262447,70.0,-659.0
38,1752257941,7.0,0.0,0.0,409.4363482046021,7.0,423.835726,447.262447,70.0,-659.0
39,1752257946,7.0,0.0,0.0,409.4363482046021,7.0,423.835726,447.262447,70.0,-659.0
40,1752257951,7.0,0.0,0.0,409.4363482046021,7.0,423.835726,447.262447,70.0,-659.0
41,1752257956,7.0,0.0,0.0,409.4363482046021,7.0,428.61839,406.558632,70.0,-618.0
42,1752257961,7.0,0.0,0.0,409.4363482046021,7.0,428.61839,406.558632,70.0,-618.0
43,1752257966,7.0,0.0,0.0,537.6573202671046,7.0,428.61839,406.558632,70.0,-618.0
44,1752257971,7.0,0.0,0.0,537.6573202671046,7.0,428.61839,406.558632,70.0,-618.0
45,1752257976,7.0,0.0,0.0,537.6573202671046,7.0,428.61839,406.558632,70.0,-618.0
46,1752257981,7.0,0.0,0.0,537.6573202671046,7.0,428.61839,406.558632,70.0,-618.0
47,1752257986,8.0,0.0,0.0,537.6573202671046,8.0,446.649813,446.938782,70.0,-658.0
48,1752257991,8.0,0.0,0.0,537.6573202671046,8.0,446.649813,446.938782,70.0,-658.0
49,1752257996,8.0,0.0,0.0,495.21997132079315,8.0,446.649813,446.938782,70.0,-658.0
50,1752258001,8.0,0.0,0.0,495.21997132079315,8.0,446.649813,446.938782,70.0,-658.0
51,1752258006,8.0,0.0,0.0,495.21997132079315,8.0,446.649813,446.938782,70.0,-658.0
52,1752258011,8.0,0.0,0.0,495.21997132079315,8.0,446.649813,446.938782,70.0,-658.0
53,1752258016,10.0,0.0,0.0,495.21997132079315,10.0,526.91407,620.026875,70.0,-832.0
54,1752258021,10.0,0.0,0.0,495.21997132079315,10.0,526.91407,620.026875,70.0,-832.0
55,1752258026,10.0,0.0,0.0,543.1634677102414,10.0,526.91407,620.026875,70.0,-832.0
56,1752258031,10.0,0.0,0.0,543.1634677102414,10.0,526.91407,620.026875,70.0,-832.0
57,1752258036,10.0,0.0,0.0,543.1634677102414,10.0,526.91407,620.026875,70.0,-832.0
58,1752258041,10.0,0.0,0.0,543.1634677102414,10.0,526.91407,620.026875,70.0,-832.0
59,1752258046,10.0,0.0,0.0,543.1634677102414,10.0,534.577688,450.247743,70.0,-662.0
60,1752258051,10.0,0.0,0.0,543.1634677102414,10.0,534.577688,450.247743,70.0,-662.0
61,1752258056,10.0,0.0,0.0,490.28532973486807,10.0,534.577688,450.247743,70.0,-662.0
62,1752258061,10.0,0.0,0.0,490.28532973486807,10.0,534.577688,450.247743,70.0,-662.0
63,1752258066,10.0,0.0,0.0,490.28532973486807,10.0,534.577688,450.247743,70.0,-662.0
64,1752258071,10.0,0.0,0.0,490.28532973486807,10.0,534.577688,450.247743,70.0,-662.0
65,1752258076,10.0,0.0,0.0,490.28532973486807,10.0,530.864786,645.510259,70.0,-857.0
66,1752258081,10.0,0.0,0.0,490.28532973486807,10.0,530.864786,645.510259,70.0,-857.0
67,1752258086,10.0,0.0,0.0,690.6816790840357,10.0,530.864786,645.510259,70.0,-857.0
68,1752258091,10.0,0.0,0.0,690.6816790840357,10.0,530.864786,645.510259,70.0,-857.0
69,1752258096,10.0,0.0,0.0,690.6816790840357,10.0,530.864786,645.510259,70.0,-857.0
70,1752258101,10.0,0.0,0.0,690.6816790840357,10.0,530.864786,645.510259,70.0,-857.0
71,1752258106,10.0,0.0,0.0,690.6816790840357,10.0,592.04262,517.219602,70.0,-729.0
72,1752258111,10.0,0.0,0.0,690.6816790840357,10.0,592.04262,517.219602,70.0,-729.0
73,1752258116,10.0,0.0,0.0,540.9865496829299,10.0,592.04262,517.219602,70.0,-729.0
74,1752258121,10.0,0.0,0.0,540.9865496829299,10.0,592.04262,517.219602,70.0,-729.0
75,1752258126,10.0,0.0,0.0,540.9865496829299,10.0,592.04262,517.219602,70.0,-729.0
76,1752258131,10.0,0.0,0.0,540.9865496829299,10.0,592.04262,517.219602,70.0,-729.0
77,1752258136,11.0,0.0,0.0,540.9865496829299,11.0,616.901748,715.741973,70.0,-927.0
78,1752258141,11.0,0.0,0.0,540.9865496829299,11.0,616.901748,715.741973,70.0,-927.0
79,1752258146,11.0,0.0,0.0,737.5767758378357,11.0,616.901748,715.741973,70.0,-927.0
80,1752258151,11.0,0.0,0.0,737.5767758378357,11.0,616.901748,715.741973,70.0,-927.0
81,1752258156,11.0,0.0,0.0,737.5767758378357,11.0,616.901748,715.741973,70.0,-927.0
82,1752258161,11.0,0.0,0.0,737.5767758378357,11.0,616.901748,715.741973,70.0,-927.0
83,1752258166,11.0,0.0,0.0,737.5767758378357,11.0,657.339618,624.12537,70.0,-836.0
84,1752258171,11.0,0.0,0.0,737.5767758378357,11.0,657.339618,624.12537,70.0,-836.0
85,1752258176,11.0,0.0,0.0,665.5367423096119,11.0,657.339618,624.12537,70.0,-836.0
86,1752258181,11.0,0.0,0.0,665.5367423096119,11.0,657.339618,624.12537,70.0,-836.0
87,1752258186,11.0,0.0,0.0,665.5367423096119,11.0,657.339618,624.12537,70.0,-836.0
88,1752258191,11.0,0.0,0.0,665.5367423096119,11.0,657.339618,624.12537,70.0,-836.0
89,1752258196,13.0,0.0,0.0,665.5367423096119,13.0,719.772505,803.163598,70.0,-1015.0
90,1752258201,13.0,0.0,0.0,665.5367423096119,13.0,719.772505,803.163598,70.0,-1015.0
91,1752258206,13.0,0.0,0.0,648.4078203529203,13.0,719.772505,803.163598,70.0,-1015.0
92,1752258211,13.0,0.0,0.0,648.4078203529203,13.0,719.772505,803.163598,70.0,-1015.0
93,1752258216,13.0,0.0,0.0,648.4078203529203,13.0,719.772505,803.163598,70.0,-1015.0
94,1752258221,13.0,0.0,0.0,648.4078203529203,13.0,719.772505,803.163598,70.0,-1015.0
95,1752258226,13.0,0.0,0.0,648.4078203529203,13.0,700.411582,665.034316,70.0,-877.0
96,1752258231,13.0,0.0,0.0,648.4078203529203,13.0,700.411582,665.034316,70.0,-877.0
97,1752258236,13.0,0.0,0.0,692.453608631814,13.0,700.411582,665.034316,70.0,-877.0
98,1752258241,13.0,0.0,0.0,692.453608631814,13.0,700.411582,665.034316,70.0,-877.0
99,1752258246,13.0,0.0,0.0,692.453608631814,13.0,700.411582,665.034316,70.0,-877.0
100,1752258251,13.0,0.0,0.0,692.453608631814,13.0,700.411582,665.034316,70.0,-877.0
101,1752258256,13.0,0.0,0.0,692.453608631814,13.0,681.139178,727.678408,70.0,-939.0
102,1752258261,13.0,0.0,0.0,692.453608631814,13.0,681.139178,727.678408,70.0,-939.0
103,1752258266,13.0,0.0,0.0,881.247844602142,13.0,681.139178,727.678408,70.0,-939.0
104,1752258271,13.0,0.0,0.0,881.247844602142,13.0,681.139178,727.678408,70.0,-939.0
105,1752258276,13.0,0.0,0.0,881.247844602142,13.0,681.139178,727.678408,70.0,-939.0
106,1752258281,13.0,0.0,0.0,881.247844602142,13.0,681.139178,727.678408,70.0,-939.0
107,1752258286,15.0,0.0,0.0,881.247844602142,15.0,805.700895,869.249099,70.0,-1081.0
108,1752258291,15.0,0.0,0.0,881.247844602142,15.0,805.700895,869.249099,70.0,-1081.0
109,1752258296,15.0,0.0,0.0,786.0673795938902,15.0,805.700895,869.249099,70.0,-1081.0
110,1752258301,15.0,0.0,0.0,786.0673795938902,15.0,805.700895,869.249099,70.0,-1081.0
111,1752258306,15.0,0.0,0.0,786.0673795938902,15.0,805.700895,869.249099,70.0,-1081.0
112,1752258311,15.0,0.0,0.0,786.0673795938902,15.0,805.700895,869.249099,70.0,-1081.0
113,1752258316,15.0,0.0,0.0,786.0673795938902,15.0,813.39431,615.826841,70.0,-827.0
114,1752258321,15.0,0.0,0.0,786.0673795938902,15.0,813.39431,615.826841,70.0,-827.0
115,1752258326,15.0,0.0,0.0,587.1055108836806,15.0,813.39431,615.826841,70.0,-827.0
116,1752258331,15.0,0.0,0.0,587.1055108836806,15.0,813.39431,615.826841,70.0,-827.0
117,1752258336,15.0,0.0,0.0,587.1055108836806,15.0,813.39431,615.826841,70.0,-827.0
118,1752258341,15.0,0.0,0.0,587.1055108836806,15.0,813.39431,615.826841,70.0,-827.0
119,1752258346,15.0,0.0,0.0,587.1055108836806,15.0,813.39431,615.826841,70.0,-827.0
120,1752258351,15.0,0.0,0.0,587.1055108836806,15.0,813.39431,615.826841,70.0,-827.0
