,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
29,1752136708,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008011172126491193
30,1752136713,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008011172126491193
31,1752136718,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008091282153938545
32,1752136723,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0006889546947808584
33,1752136728,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009361995405316704
34,1752136733,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009361995405316704
35,1752136738,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009233217746954744
36,1752136743,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009083112249565457
37,1752136748,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000904968886412185
38,1752136753,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000904968886412185
39,1752136758,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009533773589572356
40,1752136763,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009233584577475003
41,1752136768,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0006714931419442725
42,1752136773,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007434146906326706
43,1752136778,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007267001227174867
44,1752136783,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009487666034155597
45,1752136788,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009678830487668785
46,1752136793,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009678830487668785
47,1752136798,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009904306220095693
48,1752136803,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.000890273171982925
49,1752136808,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009084881968859866
50,1752136813,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009084881968859866
51,1752136818,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009084881968859866
52,1752136823,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007490966264860836
53,1752136828,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007490966264860836
54,1752136833,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007490966264860836
55,1752136838,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0008433442474878626
56,1752136843,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007492113422793559
57,1752136848,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009197714629379032
58,1752136853,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0009197714629379032
59,1752136858,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007052922549240709
60,1752136863,1.0,0.0,1.0,0.0,0.0,0.0,70.0,-111.0,0.0007169593325043917
