,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
37,1752147595,5.0,0.0,5.0,5.0,0.629152,0.611489,70.0,288.0,0.0672777585561242
38,1752147600,5.0,0.0,5.0,5.0,0.629152,0.611489,70.0,288.0,0.06469131660072451
39,1752147605,5.0,0.0,5.0,5.0,0.629152,0.611489,70.0,288.0,0.06626495674285966
40,1752147610,5.0,0.0,5.0,5.0,0.629152,0.611489,70.0,288.0,0.06682422357302868
41,1752147615,5.0,0.0,5.0,5.0,0.629152,0.611489,70.0,288.0,0.06677186816030481
42,1752147620,5.0,0.0,5.0,5.0,0.656868,0.675767,70.0,288.0,0.06674151731945706
43,1752147625,5.0,0.0,5.0,5.0,0.656868,0.675767,70.0,288.0,0.06419001350251174
44,1752147630,5.0,0.0,5.0,5.0,0.656868,0.675767,70.0,288.0,0.06773632930478773
45,1752147635,5.0,0.0,5.0,5.0,0.656868,0.675767,70.0,288.0,0.0673827975264263
46,1752147640,5.0,0.0,5.0,5.0,0.656868,0.675767,70.0,288.0,0.06721004614470566
47,1752147645,5.0,0.0,5.0,5.0,0.656868,0.675767,70.0,288.0,0.0671953561419514
48,1752147650,5.0,0.0,5.0,5.0,0.669882,0.65555,70.0,288.0,0.06781100177767552
49,1752147655,5.0,0.0,5.0,5.0,0.669882,0.65555,70.0,288.0,0.06808773940531754
50,1752147660,5.0,0.0,5.0,5.0,0.669882,0.65555,70.0,288.0,0.06829451930171855
51,1752147665,5.0,0.0,5.0,5.0,0.669882,0.65555,70.0,288.0,0.06355510126487046
52,1752147670,5.0,0.0,5.0,5.0,0.669882,0.65555,70.0,288.0,0.0655743604905468
53,1752147675,5.0,0.0,5.0,5.0,0.669882,0.65555,70.0,288.0,0.06811786499259587
54,1752147680,5.0,0.0,5.0,5.0,0.671711,0.713358,70.0,288.0,0.06879454887551405
55,1752147685,5.0,0.0,5.0,5.0,0.671711,0.713358,70.0,288.0,0.06590421745329883
56,1752147690,5.0,0.0,5.0,5.0,0.671711,0.713358,70.0,288.0,0.06829942460408796
57,1752147695,5.0,0.0,5.0,5.0,0.671711,0.713358,70.0,288.0,0.06687192682960015
58,1752147700,5.0,0.0,5.0,5.0,0.671711,0.713358,70.0,288.0,0.06547499206412369
59,1752147705,5.0,0.0,5.0,5.0,0.671711,0.713358,70.0,288.0,0.06525812992101249
60,1752147710,5.0,0.0,5.0,5.0,0.641921,0.659146,70.0,288.0,0.05993257984073697
