,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
33,1752146313,5.0,0.0,5.0,5.0,0.140435,0.103307,70.0,288.0,0.060232782670175664
34,1752146318,5.0,0.0,5.0,5.0,0.140435,0.103307,70.0,288.0,0.06090273104975673
35,1752146323,5.0,0.0,5.0,5.0,0.140435,0.103307,70.0,288.0,0.06001370528221786
36,1752146328,5.0,0.0,5.0,5.0,0.144585,0.100468,70.0,288.0,0.05853377808423691
37,1752146333,5.0,0.0,5.0,5.0,0.144585,0.100468,70.0,288.0,0.06363535652192474
38,1752146338,5.0,0.0,5.0,5.0,0.144585,0.100468,70.0,288.0,0.06451273640810362
39,1752146343,5.0,0.0,5.0,5.0,0.144585,0.100468,70.0,288.0,0.06385186383302359
40,1752146348,5.0,0.0,5.0,5.0,0.144585,0.100468,70.0,288.0,0.06099175052853435
41,1752146353,5.0,0.0,5.0,5.0,0.144585,0.100468,70.0,288.0,0.06243090227069721
42,1752146358,5.0,0.0,5.0,5.0,0.102162,0.1021,70.0,288.0,0.06359273180799116
43,1752146363,5.0,0.0,5.0,5.0,0.102162,0.1021,70.0,288.0,0.060730805122080636
44,1752146368,5.0,0.0,5.0,5.0,0.102162,0.1021,70.0,288.0,0.062090722626538454
45,1752146373,5.0,0.0,5.0,5.0,0.102162,0.1021,70.0,288.0,0.06152419916222543
46,1752146378,5.0,0.0,5.0,5.0,0.102162,0.1021,70.0,288.0,0.06036163174839908
47,1752146383,5.0,0.0,5.0,5.0,0.102162,0.1021,70.0,288.0,0.059932089166231495
48,1752146388,5.0,0.0,5.0,5.0,0.099815,0.086071,70.0,288.0,0.060320977967445136
49,1752146393,5.0,0.0,5.0,5.0,0.099815,0.086071,70.0,288.0,0.059007709136792985
50,1752146398,5.0,0.0,5.0,5.0,0.099815,0.086071,70.0,288.0,0.05659103231042764
51,1752146403,5.0,0.0,5.0,5.0,0.099815,0.086071,70.0,288.0,0.05773310101670745
52,1752146408,5.0,0.0,5.0,5.0,0.099815,0.086071,70.0,288.0,0.05657870858272382
53,1752146413,5.0,0.0,5.0,5.0,0.099815,0.086071,70.0,288.0,0.05774267655821888
54,1752146418,5.0,0.0,5.0,5.0,0.097381,0.103553,70.0,288.0,0.05594725303906872
55,1752146423,5.0,0.0,5.0,5.0,0.097381,0.103553,70.0,288.0,0.05669587406809376
56,1752146428,5.0,0.0,5.0,5.0,0.097381,0.103553,70.0,288.0,0.0596068427146413
57,1752146433,5.0,0.0,5.0,5.0,0.097381,0.103553,70.0,288.0,0.05991560750000161
58,1752146438,5.0,0.0,5.0,5.0,0.097381,0.103553,70.0,288.0,0.06019606861340712
59,1752146443,5.0,0.0,5.0,5.0,0.097381,0.103553,70.0,288.0,0.0608133029649527
60,1752146448,5.0,0.0,5.0,5.0,0.098847,0.090901,70.0,288.0,0.060311357594336736
