,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity
26,1752786506,8.0,0.0,0.0,621.3102872587268,8.0,458.541634,442.58521,70.0,-654.0
27,1752786511,8.0,0.0,0.0,621.3102872587268,8.0,458.541634,442.58521,70.0,-654.0
28,1752786516,8.0,0.0,0.0,621.3102872587268,8.0,458.541634,442.58521,70.0,-654.0
29,1752786521,8.0,0.0,0.0,621.3102872587268,8.0,458.541634,442.58521,70.0,-654.0
30,1752786526,8.0,0.0,0.0,621.3102872587268,8.0,458.541634,442.58521,70.0,-654.0
31,1752786531,11.0,0.0,0.0,621.3102872587268,11.0,534.887486,669.714399,70.0,-881.0
32,1752786536,11.0,0.0,0.0,717.2621031662263,11.0,534.887486,669.714399,70.0,-881.0
33,1752786541,11.0,0.0,0.0,717.2621031662263,11.0,534.887486,669.714399,70.0,-881.0
34,1752786546,11.0,0.0,0.0,717.2621031662263,11.0,534.887486,669.714399,70.0,-881.0
35,1752786551,11.0,0.0,0.0,717.2621031662263,11.0,534.887486,669.714399,70.0,-881.0
36,1752786556,11.0,0.0,0.0,717.2621031662263,11.0,534.887486,669.714399,70.0,-881.0
37,1752786561,13.0,0.0,0.0,717.2621031662263,13.0,711.281017,868.799708,70.0,-1080.0
38,1752786566,13.0,0.0,0.0,627.2205772729711,13.0,711.281017,868.799708,70.0,-1080.0
39,1752786571,13.0,0.0,0.0,627.2205772729711,13.0,711.281017,868.799708,70.0,-1080.0
40,1752786576,13.0,0.0,0.0,627.2205772729711,13.0,711.281017,868.799708,70.0,-1080.0
41,1752786581,13.0,0.0,0.0,627.2205772729711,13.0,711.281017,868.799708,70.0,-1080.0
42,1752786586,13.0,0.0,0.0,627.2205772729711,13.0,711.281017,868.799708,70.0,-1080.0
43,1752786591,13.0,0.0,0.0,627.2205772729711,13.0,707.779414,617.29517,70.0,-829.0
44,1752786596,13.0,0.0,0.0,633.1356884452192,13.0,707.779414,617.29517,70.0,-829.0
45,1752786601,13.0,0.0,0.0,633.1356884452192,13.0,707.779414,617.29517,70.0,-829.0
46,1752786606,13.0,0.0,0.0,633.1356884452192,13.0,707.779414,617.29517,70.0,-829.0
47,1752786611,13.0,0.0,0.0,633.1356884452192,13.0,707.779414,617.29517,70.0,-829.0
48,1752786616,13.0,0.0,0.0,633.1356884452192,13.0,707.779414,617.29517,70.0,-829.0
49,1752786621,13.0,0.0,0.0,633.1356884452192,13.0,620.120749,591.392947,70.0,-803.0
50,1752786626,13.0,0.0,0.0,726.3674452880841,13.0,620.120749,591.392947,70.0,-803.0
51,1752786631,13.0,0.0,0.0,726.3674452880841,13.0,620.120749,591.392947,70.0,-803.0
52,1752786636,13.0,0.0,0.0,726.3674452880841,13.0,620.120749,591.392947,70.0,-803.0
53,1752786641,13.0,0.0,0.0,726.3674452880841,13.0,620.120749,591.392947,70.0,-803.0
54,1752786646,13.0,0.0,0.0,726.3674452880841,13.0,620.120749,591.392947,70.0,-803.0
55,1752786651,13.0,0.0,0.0,726.3674452880841,13.0,692.438609,891.950993,70.0,-1103.0
56,1752786656,13.0,0.0,0.0,726.3674452880841,13.0,692.438609,891.950993,70.0,-1103.0
57,1752786661,13.0,0.0,0.0,726.3674452880841,13.0,692.438609,891.950993,70.0,-1103.0
58,1752786666,13.0,0.0,0.0,726.3674452880841,13.0,692.438609,891.950993,70.0,-1103.0
59,1752786671,13.0,0.0,0.0,726.3674452880841,13.0,692.438609,891.950993,70.0,-1103.0
60,1752786676,13.0,0.0,0.0,726.3674452880841,13.0,692.438609,891.950993,70.0,-1103.0
